,Review Title,Review Text,Preprocessed_Review_Text,After Spelling Correction,Sentiment_score,Sentiment_
90,Exceeds expectations,"I don’t write many reviews, however, there were some reviews about this iPhone that weren’t good. So I wanted to write a review myself.I highly recommend this phone.I will start by saying that I am impressed with the condition of my new phone. After inspecting the physical shape of the device I am very pleased to say that it looks almost perfect! Just looking at it you can't see anything wrong with it. But after looking closely there are a couple of very small scuff marks on the edge of the phone. But that's not a deal-breaker to me because that's covered by a case.The battery was charged more than 80% and the battery life of the phone is 100%. I have never owned a phone with a battery life over 85%. So far the batter has held a charge for 2 days after using it a good bit.Face recognition and other features work great I have no issues.The  biggest perk of this phone has to be the speaker during phone calls. It works amazing! I can hear the person I'm talking to without having on speaker phone. This is a huge perk.",dont write mani review howev review phone weren good want write review myself highli recommend phone start say impress condit new phone inspect physic shape devic plea say look almost perfect look can see anyth wrong look close coupl small stuff mark edg phone that dealbreak that cover calech batteri charg 80 batteri life phone 100 never own phone batteri life 85 far matter held charg 2 day use good bitfac recognit featur work great issuesth biggest per phone speaker phone call work amaz hear person in talk without speaker phone huge per,dont write many reviews however reviews phone weren good wanted write review myself highly recommend phone start saying impressed condition new phone inspecting physical shape device pleased say looks almost perfect looking can see anything wrong looking closely couple small stuff marks edge phone that dealbreaker that covered caleche battery charged 80 battery life phone 100 never owned phone battery life 85 far matter held charge 2 days using good bitface recognition features work great issuesthe biggest per phone speaker phone calls works amazing hear person in talking without speaker phone huge per,0.929740846157074,NEGATIVE
91,Just buy a new one.,Mine came with a dead pixel and 90 percent battery life. I returned it and just bought a new one. While you might get lucky and get a like new product it just isn’t worth it to me to save 50 dollars. They need to lower their price to around 100 less then new to make me ever think about buying a used phone again.,mine came dead fix 90 percent batteri life return bought new one might get lucki get like new product isn worth save 50 dollar need lower price around 100 le new make ever think buy use phone,mine came dead fixed 90 percent battery life returned bought new one might get lucky get like new product isn worth save 50 dollars need lower price around 100 less new make ever think buying used phone,0.9967345595359802,NEGATIVE
92,Wow,"I had everything transferred to my new phone, when suddenly my first phone call came in. To my surprise, you could barely hear any sound through the speaker despite the volume being turned up to max! Just my luck that the speaker doesn’t work considering I’m blind. Oh well, please give me my money back, and properly test your stuff.UPDATE- after ordering a brand new iPhone 11, which was not much more expensive than this renewed version, I realized that they didn’t even put the correct screen on the one I received from the seller. broken speaker, and incorrect screen. What else will I find wrong next? well, nothing, because I’m sending it back for a refund.",everyth transfer new phone suddenli first phone call came surpris could bare hear sound speaker despit volum turn max luck speaker doesn work consid in blind oh well plea give money back properli test stuffupd order brand new phone 11 much expens renew version realiz didn even put correct screen one receiv seller broken speaker incorrect screen el find wrong next well noth in send back refund,everything transferred new phone suddenly first phone call came surprise could barely hear sound speaker despite volume turned max luck speaker doesn work considering in blind oh well please give money back properly test stuffupdate ordering brand new phone 11 much expensive renewed version realized didn even put correct screen one received seller broken speaker incorrect screen else find wrong next well nothing in sending back refund,0.9986057877540588,NEGATIVE
93,"Amazing quality, used phone, perfect condition!","I received the purple iPhone 11 in perfect shape! No scratches or cracks, it’s beautiful! Upgraded from the iPhone 7 Plus and this has been a wonderful transition. Easy to transfer info from iPhone to iPhone, too. Quick shipping, received a day early! Would not hesitate to buy used from them again!!",receiv purpl phone 11 perfect shape scratch crack beauti upgrad phone 7 plu wonder transit easi transfer into phone phone quick ship receiv day earli would hesit buy use,received purple phone 11 perfect shape scratches cracks beautiful upgrade phone 7 plus wonderful transition easy transfer into phone phone quick shipping received day early would hesitate buy used,0.9885762333869934,NEGATIVE
94,STRONGLY recommend!!!,"All is great with the phone! Came in two days. It was a great upgrade from my 8 plus, very adorable and was delivered to my door in two days conveniently instead of waiting in a Apple store like usual! Will buy again from amazon.",great phone came two day great upgrad 8 plu ador deliv door two day conveni instead wait appl store like usual buy amazon,great phone came two days great upgrade 8 plus adorable delivered door two days conveniently instead waiting apple store like usual buy amazon,0.9940861463546753,NEGATIVE
95,I love it!,"The first phone I received had a problem with the charging port so I sent it back and had no problems with the return at all and another phone was promptly sent with no questions asked. I was a little nervous buying a refurbished phone, but it is now over a month old and working great and I was quite pleased that it came early by Fed-X.The phone came in a nice box that had the iPhone, Apple charger, charging block, and a screen protector already installed on the phone. I transferred the Sim Card from my iPhone 6 into the new phone with no problem. I didn't need to have the phone activated and everything from my old phone transferred readily.I received everything I ordered: iPhone 11, 256 gb, red, and unlocked. The phone looks brand new, has no dents or scratches on the screen. The battery is at 89% but other than that it could be a new phone instead of a refurbished one. The cameras quality is amazing.This is a great phone for the price as I could not afford to buy it new. I am totally pleased with the service that I received and would definitely recommend buying a refurbished phone to anyone needing a new phone but not able to pay the price for a new one!",first phone receiv problem charg port sent back problem return anoth phone promptli sent question ask littl nervou buy refurbish phone month old work great quit plea came earli fedxth phone came nice box phone appl charg charg block screen protector alreadi instal phone transfer him card phone 6 new phone problem didn need phone activ everyth old phone transfer readili receiv everyth order phone 11 256 go red unlock phone look brand new debt scratch screen batteri 89 could new phone instead refurbish one camera qualiti amazingthi great phone price could afford buy new total plea servic receiv would definit recommend buy refurbish phone anyon need new phone abl pay price new one,first phone received problem charging port sent back problems return another phone promptly sent questions asked little nervous buying refurbished phone month old working great quite pleased came early fedxthe phone came nice box phone apple charge charging block screen protector already installed phone transferred him card phone 6 new phone problem didn need phone activate everything old phone transferred readily received everything ordered phone 11 256 go red unlocked phone looks brand new debts scratches screen battery 89 could new phone instead refurbished one camera quality amazingthis great phone price could afford buy new totally pleased service received would definitely recommend buying refurbished phone anyone needing new phone able pay price new one,0.9637958407402039,NEGATIVE
96,Perfect,It was perfect! Even had a screen protector on it,perfect even screen protector,perfect even screen protector,0.9997542500495911,POSITIVE
97,Disappointed 11 year old,I purchased the phone but when I took it to T-Mobil the device wouldn’t allow them to activate it. T-Mobil spoke with the customer care person from the seller but they couldn’t get it to work. So they told me to send it back. Prr rt onlem is now they don’t have anymore … at least not at that price. When asked what they can go for me they said nothing. After they receive the device they will credit me.I ended up buying a NEW one unopened and unused by T-Mobil for $599. Yeah it was $113 more but it is unused AND THIS TIME IT ACTUALLY WORKS!!!! They should at least guarantee me another one at that price or at the very least do something for my troubles. The customer care person was nice and polite. But reiterated that there was nothing he can do and this happens. Unfortunately I wouldn’t recommend this company. But new or from Amazon’s renew store. They at least stand by there products and guarantee satisfaction.,purchas phone took toil devic wouldn allow activ toil spoke custom care person seller couldn get work told send back per it one dont anymor least price ask go said noth receiv devic credit me end buy new one unopen unus toil 599 yeah 113 unus time actual work least guarante anoth one price least someth troubl custom care person nice polit reiter noth happen unfortun wouldn recommend compani new amazon renew store least stand product guarante satisfact,purchased phone took toil device wouldn allow activate toil spoke customer care person seller couldn get work told send back per it one dont anymore least price asked go said nothing receive device credit me ended buying new one unopened unused toil 599 yeah 113 unused time actually works least guarantee another one price least something troubles customer care person nice polite reiterated nothing happens unfortunately wouldn recommend company new amazon renew store least stand products guarantee satisfaction,0.998609185218811,NEGATIVE
98,Overall pleased with experience,"I had to send my first phone back as there was a scratched area on the screen about the size of a quarter. Called Amazon and got replacement ordered right away no problem with Amazon Renewed guarantee.Second iPhone comes and literally the same scratched area on this one too. If I didn’t know better, I would have thought they were the same phone based on the scratched area. I decided to put on a screen protector and see if that minimized the scratches, which it did.I believe the scratches are part of the refurb process or something, but would really have preferred the seller to have done better QC. I didn’t want to send back another time so I kept the phone. Because of that, I give 3 stars. Good price and responsive seller and Amazon was good to work with, but my wife’s phone from another seller didn’t have the screen scratch issue I did.Battery life seems good and no other issues with the phone. I feel like a scratched screen is kinda a big deal though since the screen is the phone basically. It also wasn’t a scuff as I could ever so slightly catch a finger nail on it and I tried to rub it off.",send first phone back scratch area screen size quarter call amazon got replac order right away problem amazon renew guaranteesecond phone come liter scratch area one didn know better would thought phone base scratch area decid put screen protector see minim scratch did believ scratch part return process someth would realli prefer seller done better c didn want send back anoth time kept phone give 3 star good price respons seller amazon good work wife phone anoth seller didn screen scratch issu didbatteri life seem good issu phone feel like scratch screen kind big deal though sinc screen phone basic also want stuff could ever slightli catch finger nail tri rub,send first phone back scratched area screen size quarter called amazon got replacement ordered right away problem amazon renewed guaranteesecond phone comes literally scratched area one didn know better would thought phone based scratched area decided put screen protector see minimize scratches did believe scratches part return process something would really preferred seller done better c didn want send back another time kept phone give 3 stars good price responsive seller amazon good work wife phone another seller didn screen scratch issue didbattery life seems good issues phone feel like scratched screen kind big deal though since screen phone basically also want stuff could ever slightly catch finger nail tried rub,0.9896786212921143,NEGATIVE
99,IMEI Reported Lost,Sprint customers transitioning to T-Mobile with the merger. We purchased two iPhone 11s from this vendor. One phone activated just fine. Had problems activating the second phone. Spent 1 hr 40 min at the T-Mobile store. Second phone IMEI was reported 'Lost' by the previous owner. Easy return process and received our refund. Ordering another phone. Hopefully won't run into the IMEI issue again.,spring custom transit mobil merger purchas two phone wa vendor one phone activ fine problem captiv second phone spent 1 he 40 min mobil store second phone me report lost previou owner easi return process receiv refund order anoth phone hope wont run me issu,spring customers transitioning mobile merger purchased two phone was vendor one phone activate fine problems captivating second phone spent 1 he 40 min mobile store second phone me reported lost previous owner easy return process received refund ordering another phone hopefully wont run me issue,0.999305248260498,NEGATIVE
100,"Terrible audio, disappointed","I was very excited and looking forward to receive my new iPhone, but now I’m feeling I should’ve paid the extra $50 to buy a new iPhone from Apple directly. At first glance the phone looks great! Came with a screen protector with no noticeable scratches/damages to the phone physically. When setting up my phone one of the first things I noticed was how loud the sound was, sound quality was off too. I had my audio low and on mute and notification rings were still loud. Then I got my first phone call and that’s I become disappointed. It was difficult to hear and understand the other person the phone, I had to switch to speaker to listen. It sounds staticky like if it weren’t plugged in correctly or if speakers were in the wrong place. I’m afraid to go to the Apple store to get the battery replaced (since the battery arrived at 88% health). I’ve only been playing with phone for 6 hours now and have found questionable thing like the audio issue that have disappointed me in my purchase...",excit look forward receiv new phone in feel should paid extra 50 buy new phone appl directli first glanc phone look great came screen protector notic scratchesdamag phone physic set phone one first thing notic loud sound sound qualiti audit low mute ratif ring still loud got first phone call that becom disappoint difficult hear understand person phone switch speaker listen sound sticki like weren plug correctli speaker wrong place in afraid go appl store get batteri replac sinc batteri arriv 88 health give play phone 6 hour found question thing like audit issu disappoint purchas,excited looking forward receive new phone in feeling should paid extra 50 buy new phone apple directly first glance phone looks great came screen protector noticeable scratchesdamages phone physically setting phone one first things noticed loud sound sound quality audit low mute ratification rings still loud got first phone call that become disappointed difficult hear understand person phone switch speaker listen sounds sticky like weren plugged correctly speakers wrong place in afraid go apple store get battery replaced since battery arrived 88 health give playing phone 6 hours found questionable thing like audit issue disappointed purchase,0.9912210702896118,NEGATIVE
101,Updated -- Defective phone but eventual refund,"This phone never really worked well (wouldn't install apps, face recognition worked for maybe a week, got a message saying it wasn't an authentic interface... so I wonder if I got scammed and this wasn't even a real iphone) and it had microfractures - fell off the arm of my couch onto carpeted floor (while in protective case with screen protector!) and the back totally cracked. Sent it back and the restocking fee was $574.19 on the purchase price of $579.99.There was an issue getting the Apple ID disassociated with the phone, but after that, the seller did go ahead and refund the rest of the phone price. I wish communication would have been clearer, since I initially thought the restocking fee was almost the price of the phone (that's how it came through) and I was very frustrated about that. I'm grateful it was eventually refunded since phones (especially iphones) are pricey.",phone never realli work well wouldn instal ape face recognit work mayb week got messag say want authent interfac wonder got slam want even real phone microfractur fell arm couch onto carpet floor protect case screen protector back total crack sent back restor fee 57419 purchas price 57999there issu get appl id dissoci phone seller go ahead refund rest phone price wish commun would clearer sinc initi thought restor fee almost price phone that came frustrat in grate eventu refus sinc phone especi phone price,phone never really worked well wouldn install apes face recognition worked maybe week got message saying want authentic interface wonder got slammed want even real phone microfractures fell arm couch onto carpeted floor protective case screen protector back totally cracked sent back restoring fee 57419 purchase price 57999there issue getting apple id dissociated phone seller go ahead refund rest phone price wish communication would clearer since initially thought restoring fee almost price phone that came frustrated in grateful eventually refused since phone especially phone prices,0.9989350438117981,NEGATIVE
102,"It works, cheap screen","Upgraded my phone from an XR to the 11 and have spent 24 hours with it at the time of review.Pros: I got more storage space (128GB vs 64GB), and the upgrade in the camera is great. I also love the green color and am glad it came with a screen protector already on it.Knowing this was a used phone, I wasn’t expecting perfection. However, the screen has two small gouge-like scratches, which is annoying because I can tell this screen is a third-party, cheaper replacement, as it’s backlight is more yellow than the XR screen. It could (and should) have been replaced prior to shipment. Battery health is at 84%, but still lasted longer today than the XR battery with a health of 88% (and under heavier use as I played YT music most of the day). That said, those are the only two issues I’ve been able to find, so there’s no real complaint. The price was right for an upgraded phone.",upgrad phone or 11 spent 24 hour time reviewpro got storag space 128gb v 64gb upgrad camera great also love green color glad came screen protector alreadi know use phone want expect perfect howev screen two small gougelik scratch annoy tell screen thirdparti cheaper replac backlight yellow or screen could replac prior shipment batteri health 84 still last longer today or batteri health 88 heavier use play it music day said two issu give abl find there real complaint price right upgrad phone,upgrade phone or 11 spent 24 hours time reviewpros got storage space 128gb vs 64gb upgrade camera great also love green color glad came screen protector already knowing used phone want expecting perfection however screen two small gougelike scratches annoying tell screen thirdparty cheaper replacement backlight yellow or screen could replaced prior shipment battery health 84 still lasted longer today or battery health 88 heavier use played it music day said two issues give able find there real complaint price right upgrade phone,0.9814545512199402,NEGATIVE
103,Not compatible,"I purchased this iPhone 11 that said it was unlocked . When I searched for iphone 11a I put Boost mobile only to find out this phone isn’t compatible to boost mobile and I’m really upset and pissed because I spent almost $800 on this phone plus shipping and handling only to find out the phone isn’t even compatible with Boost. I will be getting a refund , credit or something",purchas phone 11 said unlock search phone a put boost mobil find phone isn compat boost mobil in realli upset pas spent almost 800 phone plu ship handl find phone isn even compat boost get refund credit someth,purchased phone 11 said unlocked searched phone a put boost mobile find phone isn compatible boost mobile in really upset passed spent almost 800 phone plus shipping handling find phone isn even compatible boost getting refund credit something,0.9967513084411621,NEGATIVE
104,Device delivered had fineline cracks and damages in Camera,"                    The media could not be loaded.
                



 The screen on the left side was sometimes not recognizing my touch, which leads me to look closely at the device and it looks like it's a damaged piece that was repaired.  The device was warded off, looked to be overused,  Camera has scratches and frame dents, mute knob some times does not mute the piece.There are better-refurbished devices for the same price, this one looks to be totally repaired.",medium could load screen left side sometim recogn touch lead look close devic look like damag piec repair devic warn look vers camera scratch frame debt mute knob time mute piecether betterrefurbish devic price one look total repair,media could loaded screen left side sometimes recognizing touch leads look closely device looks like damaged piece repaired device warned looked versed camera scratches frame debts mute knob times mute piecethere betterrefurbished devices price one looks totally repaired,0.9989604949951172,NEGATIVE
105,Buyer Beware!,Ordered this phone because it said it worked for TMOBILE.  It doesn't work with TMobile and it isn't unlocked. It is carrier locked to a different company and cannot be unlocked through TMobile. According to TMOBILE  it can only be unlocked through the original carrier and they don't know who that is. Big waste of time and money! I've asked for a refund but this is just more days of waiting to be able to buy a phone. Writing this review so others can be cautious.,order phone said work mobil doesn work mobil isn unlock carrier lock differ compani can not unlock mobil accord mobil unlock origin carrier dont know big wast time money give ask refund day wait abl buy phone write review other cautiou,ordered phone said worked mobile doesn work mobile isn unlocked carrier locked different company cannot unlocked mobile according mobile unlocked original carrier dont know big waste time money give asked refund days waiting able buy phone writing review others cautious,0.9976593255996704,NEGATIVE
106,Cheaper through boost.,I ordered this phone for over $500 on here. It’s supposed to be a renewed fully unlocked phone. Upon receiving the phone I noticed pits and scratches on back of phone which was a no biggie since I have a case for it. But upon installing my SIM card from my existing boost  iPhone into this phone and it wouldn’t work. It just said no service on top corner of phone. I then went to Boost website to try to activate it and then I noticed that they had the same  phone for $449. So decided to send this back and order from boost and I know o won’t have any issues when I transfer my SIM card from my existing phone.,order phone 500 suppos renew fulli unlock phone upon receiv phone notic pit scratch back phone bigger sinc case upon instal him card exist boost phone phone wouldn work said servic top corner phone went boost webster tri activ notic phone 449 decid send back order boost know wont issu transfer him card exist phone,ordered phone 500 supposed renewed fully unlocked phone upon receiving phone noticed pits scratches back phone bigger since case upon installing him card existing boost phone phone wouldn work said service top corner phone went boost webster try activate noticed phone 449 decided send back order boost know wont issues transfer him card existing phone,0.994844913482666,NEGATIVE
107,"Like new, and perfectly packaged.","Excellent shape, looks brand new and battery health is at 100%.  Came perfectly padded with charging cord and wall charger.  This was a great buy, doesn’t seem “renewed” at all, appears new.",excel shape look brand new batteri health 100 came perfectli pad charg cord wall charg great buy doesn seem renew appear new,excellent shape looks brand new battery health 100 came perfectly padded charging cord wall charge great buy doesn seem renewed appears new,0.9884107112884521,POSITIVE
108,I thought it was new,It’s in perfect condition. Arrived with charging cable. No earphones but the description said it didn’t include them. Great purchase and currently using it to write this review.,perfect condit arriv charg cabl earphon descript said didn includ great purchas current use write review,perfect condition arrived charging cable earphones description said didn include great purchase currently using write review,0.7953478693962097,POSITIVE
109,received early and without damages,"I was a bit skeptical about buying an iPhone renewed off amazon instead of new but my worries were soon gone after the iPhone came in without any damages and at 100% battery health. Besides not getting the official iPhone box with the earphones, I still received a working charger/power adapter & a screen protector installed on the iPhone already. Very satisfied with my purchase.",bit skeptic buy phone renew amazon instead new worri soon gone phone came without damag 100 batteri health besid get offici phone box earphon still receiv work chargerpow adapt screen protector instal phone alreadi satisfi purchas,bit skeptically buying phone renewed amazon instead new worries soon gone phone came without damages 100 battery health besides getting official phone box earphones still received working chargerpower adapted screen protector installed phone already satisfied purchase,0.9936121106147766,NEGATIVE
110,FEELS LIKE WE GOT SCAMMED,"I purchased this phone in March to give to my kid sister for her 15th bday. The phone had been working fine for months but then some moisture got it the display and we needed to take it to Apple.To our surprise, the Apple technician pointed out that someone had opened this phone before to change the display and didn’t do it correctly. So moisture was getting in the phone. Aside from that, whoever did it stripped the nails in the bottom of the phone so we have no way of fixing it.I contacted the seller but obviously since it’s been months they are saying WE opened the phone and it’s our fault.Just please be careful who you buy from. It’s bad enough to spend $500 on a phone that was broken.. but to then be accused of having opened it and broken it just too much. We never touched the phone until we took it to Apple.THE PHONE WAS SOLD TO US WITH STRIPPED NAILS AND A BAD DISPLAY INSTALLATION.",purchas phone march give kid sister with day phone work fine month moistur got display need take appl surpris appl technic point someon open phone chang display didn correctli moistur get phone asid whoever strip nail bottom phone way fix it contract seller obvious sinc month say open phone faultjust plea care buy bad enough spend 500 phone broken accus open broken much never touch phone took appleth phone sold u strip nail bad display instal,purchased phone march give kid sister with day phone working fine months moisture got display needed take apple surprise apple technical pointed someone opened phone change display didn correctly moisture getting phone aside whoever stripped nails bottom phone way fixing it contracted seller obviously since months saying opened phone faultjust please careful buy bad enough spend 500 phone broken accused opened broken much never touched phone took applethe phone sold us stripped nails bad display installation,0.9978457689285278,NEGATIVE
111,"Screen was scratched, pretty bad.","Phone was in great condition except the screen. Screen has noticeable damage and deep scratches. Wasn’t included in description, and def not worth the full price of phone. Overall I rather not send it back so I guess I’m dealing w it.",phone great condit except screen screen notic damag deep scratch want includ descript def worth full price phone overal rather send back guess in deal w,phone great condition except screen screen noticeable damage deep scratches want included description def worth full price phone overall rather send back guess in dealing w,0.9939255118370056,NEGATIVE
112,I don't know what to say,The phone itself looks like it was dropped a few times. Scratch is all over it scratched on the back. It's not refurbished like it comes from a recognized company. It's refurbished like it came from a friend that had it for a few years and decided to give it away because of how scratched up it has come. It is not working now and I'm about to send it back. The thing stopped turning on completely after putting a $80 case on it. Never dropping it. It practically never leaves my computer desk and still is having problems working. I don't understand this,phone look like drop time scratch scratch back refurbish like come recogn compani refurbish like came friend year decid give away scratch come work in send back thing stop turn complet put 80 case never drop practic never leav comput desk still problem work dont understand,phone looks like dropped times scratch scratched back refurbished like comes recognized company refurbished like came friend years decided give away scratched come working in send back thing stopped turning completely putting 80 case never dropping practically never leaves computer desk still problems working dont understand,0.9966827034950256,NEGATIVE
113,Amazing!,"This phone is practically new. Absolutely no signs of use but a tiny scuff beside the flash on the back of the phone which doesn't hurt the usability and is barely noticeable. The battery is at 100% capacity. Packaged in generic box with a generic charger. When received, there was already a screen protector on the phone. Was able to set up with my carrier immediately. I use straight talk, all I had to do was transfer my information from my current iPhone to this one and move the SIM card from current phone to this one. The process took 10 min at most.",phone practic new absolut sign use tini stuff besid flash back phone doesn hurt liabil bare notic batteri 100 capac packag genet box genet charg receiv alreadi screen protector phone abl set carrier immedi use straight talk transfer inform current phone one move him card current phone one process took 10 min,phone practically new absolutely signs use tiny stuff beside flash back phone doesn hurt liability barely noticeable battery 100 capacity package genetic box genetic charge received already screen protector phone able set carrier immediately use straight talk transfer information current phone one move him card current phone one process took 10 min,0.9965218305587769,NEGATIVE
114,Seriously considering running it over with my car,"Save your $ and just buy a new phone. I was already having problems with an iPhone XR that I bought that was acting up when I decided to get this one to replace it. I was hoping the issues experienced with that phone would be resolved but unfortunately not. The microphone sometimes drops out and the phone often drops lots of calls. About once a call it cuts out completely for about 3-5 seconds (can't figure that one out). Now with the latest update it no longer calls out the turn by turn navigation with the native apple maps application. If apple is hoping that people wish rush out to buy a new piece of garbage like I did to replace the older problematic one- this isn't going to help them sell more phones. In fact, I may just be ready to migrate to the ""dark side"" and go get a Pixel 6 next!",save buy new phone alreadi problem phone or bought act decid get one replac hope issu experienc phone would resolv unfortun microphon sometim drop phone often drop lot call call cut complet 35 second can figur one latest updat longer call turn turn navig nativ appl map applic appl hope peopl wish rush buy new piec garag like replac older problemat one isn go help sell phone fact may readi migrat dark side go get fix 6 next,save buy new phone already problems phone or bought acting decided get one replace hoping issues experienced phone would resolved unfortunately microphone sometimes drops phone often drops lots calls call cuts completely 35 seconds can figure one latest update longer calls turn turn navigation native apple maps application apple hoping people wish rush buy new piece garage like replace older problematical one isn going help sell phone fact may ready migrate dark side go get fixed 6 next,0.998705267906189,NEGATIVE
115,Excellent,It was my first time buying a phone online. I upgraded from the iphone 7. This product came exactly as advertised and works really well. I was a little skeptical buying it but it works great and i have no problems. The shipping was quick too.,first time buy phone onlin upgrad phone 7 product came exactli advertis work realli well littl skeptic buy work great problem ship quick,first time buying phone online upgrade phone 7 product came exactly advertised works really well little skeptically buying works great problems shipping quick,0.8008120059967041,NEGATIVE
116,Screen has scratches,"Plus the BUY BACK Program is a scam.  They try to low ball you,  AFTER saying the expected amount they'll give you AFTER you've already sent it in.  Then if you don't accept you get it back weeks later.  Plus I sent it in with a brand new ""Real Apple Charge Cable & Charger"" and they KEPT the cable and charger, only returned the phone.  The phone I traded in, was in better screen shape than the screen on the phone I purchased.  Will NEVER do this again.",plu buy back program scar tri low ball say expect amount they give you alreadi sent dont accept get back week later plu sent brand new real appl charg cabl charg kept cabl charg return phone phone trade better screen shape screen phone purchas never,plus buy back program scar try low ball saying expected amount they give you already sent dont accept get back weeks later plus sent brand new real apple charge cable charge kept cable charge returned phone phone traded better screen shape screen phone purchased never,0.9969697594642639,NEGATIVE
117,Great Savings Good Value,I waa skeptical about getting this iPhone because it was a renewed product and it was via Amazon not an iPhone dealer. My kid had received a couple of hundred dollars in Amazon gift cards and some cash for her birthday. I wanted her to have a new phone but I didn't want to be under a contract so purchasing was the best bet. I read the reviews and read up on the Amazon Renewed program and it seemed like a good deal. The gift cards helped defray the cost. She got what she wanted in perfect condition. I purchased the warranty for extra protection and we took it to Metro PCS by T-Mobile and they set it up without a hitch. I will use the Renewed program again. I saved about $100 over the cost of a new phone and was able to purchase a case and shield with change to spare.,wa skeptic get phone renew product via amazon phone dealer kid receiv coupl hundr dollar amazon gift card cash birthday want new phone didn want contract purchas best bet read review read amazon renew program seem like good deal gift card help defray cost got want perfect condit purchas warranti extra protect took retro pu mobil set without pitch use renew program save 100 cost new phone abl purchas case shield chang spare,was skeptically getting phone renewed product via amazon phone dealer kid received couple hundred dollars amazon gift cards cash birthday wanted new phone didn want contract purchasing best bet read reviews read amazon renewed program seemed like good deal gift cards helped defray cost got wanted perfect condition purchased warranty extra protection took retro pus mobile set without pitch use renewed program saved 100 cost new phone able purchase case shield change spare,0.9953449368476868,NEGATIVE
118,"It was a ""lemon!""","When I turned the phone on, it began powering off and on several times, so I knew something was wrong. Would not stay connected to my wi-fi, tried to update it and the screen went black and stayed black. I took it to a repair shop and it couldn't be fixed. Just sent it back. I've bought my last two refurbished phones on Amazon and never had a problem. Not sure about these ""renewed"" phones. My son bought one a few months ago and his was fine. So buyer beware it's a gamble.",turn phone began lower sever time knew someth wrong would stay connect wife tri updat screen went black stay black took repair shop couldn fix sent back give bought last two refurbish phone amazon never problem sure renew phone son bought one month ago fine buyer bewar gambl,turned phone began lowering several times knew something wrong would stay connected wife tried update screen went black stayed black took repair shop couldn fixed sent back give bought last two refurbished phone amazon never problem sure renewed phone son bought one months ago fine buyer beware gamble,0.9987456798553467,NEGATIVE
119,Like new,The phone came i excellent condition looked like it was new 100% battery  works great,phone came excel condit look like new 100 batteri work great,phone came excellent condition looked like new 100 battery works great,0.9085553288459778,POSITIVE
120,!!!!A MUST BUY!!!!!,I was a little skeptical about buying an iPhone off of amazon but I’m super happy with this phone it was brand new  and came with a full battery. It was very easy to set up...and it is fully unlocked so you can get any type of phone carrier you want. Definitely would recommend people to buy.,littl skeptic buy phone amazon in super happi phone brand new came full batteri easi set upland fulli unlock get type phone carrier want definit would recommend peopl buy,little skeptically buying phone amazon in super happy phone brand new came full battery easy set upland fully unlocked get type phone carrier want definitely would recommend people buy,0.9979015588760376,NEGATIVE
121,I’m super happy with my new iPhone 11!,I love this so much ! The vendor was one of the only ones who had yellow iPhones available at a good price. I just upgraded from a iPhone 8 that I had for less then a week due to it size. Now this is everything I wanted and more. I love yellow lol. Also I was so happy to see there was a screen protector already in my phone. Like really? That’s a win. I now have 4 extras just in case . It’s also a lot faster then my iPhone 8 and transferring my stuff  was eAsy.,love much vendor one one yellow phone avail good price upgrad phone 8 le week due size everyth want love yellow ll also happi see screen protector alreadi phone like realli that win 4 extra case also lot faster phone 8 transfer stuff easi,love much vendor one ones yellow phone available good price upgrade phone 8 less week due size everything wanted love yellow ll also happy see screen protector already phone like really that win 4 extra case also lot faster phone 8 transferring stuff easy,0.8607227206230164,NEGATIVE
122,Don't hesitate! Buy it... It's great,"Hi everyone. This phone is the biggest amazon purchase I've made and I don't regret it! I was hesitant at first after reading some horrible reviews about other phones online, but this hasn't disappointed me yet. The phone arrived in excellent condition- like brand new. Ive had it almost 2 weeks now and I've had ZERO issues. I bought a separate case and screen protector - I've dropped it several times already (i'm clumsy) and it still held up great. No issues with the touch screen. The battery life is amazing!!!! If you have doubts, I hope my review helps you seal the deal :)",hi everyon phone biggest amazon purchas give made dont regret resist first read horribl review phone onlin hasn disappoint yet phone arriv excel condit like brand new give almost 2 week give zero issu bought separ case screen protector give drop sever time alreadi in clumsi still held great issu touch screen batteri life amaz doubt hope review help seal deal,hi everyone phone biggest amazon purchase give made dont regret resistant first reading horrible reviews phone online hasn disappointed yet phone arrived excellent condition like brand new give almost 2 weeks give zero issues bought separate case screen protector give dropped several times already in clumsy still held great issues touch screen battery life amazing doubts hope review helps seal deal,0.9855778813362122,NEGATIVE
123,Scratched and scuffed,"Phone came with a screen protector on it that had a scratch on it...or seemed to. Screen protector cracked so I removed it and there’s not only one huge gouge but another one and a scuff mark on the screen. Touch screen doesn’t always work the best either. As soon as I get a replacement, I will be sending it back :(",phone came screen protector scratch to seem screen protector crack remov there one huge goug anoth one stuff mark screen touch screen doesn alway work best either soon get replac send back,phone came screen protector scratch to seemed screen protector cracked removed there one huge gouge another one stuff mark screen touch screen doesn always work best either soon get replacement sending back,0.9971129894256592,NEGATIVE
124,Touch screen doesn’t work,I was a little scared to buy a phone off line and was really excited when it came in the mail earlier than expected. But sad to say that the left side of the touch screen doesn’t work most of the time and will have to return. Very disappointed in my purchase,littl scare buy phone line realli excit came mail earlier expect sad say left side touch screen doesn work time return disappoint purchas,little scared buy phone line really excited came mail earlier expected sad say left side touch screen doesn work time return disappointed purchase,0.9968183040618896,NEGATIVE
